subexp,condition,cond_question,cond_answer,num,kid,group,context,request,question,answer,continuation,audio,q_start_ms,q_end_ms,a_start_ms,a_end_ms,total_ms,c_start_ms,audio_nocont,total_ms_nocont
wh,wh-pos-pos,pos,pos,15,Eva,c,"Sul festone c'erano un palloncino giallo, uno rosso, uno arancione e uno rosa.","Eva, che aveva intenzione di fare scoppiare pochi palloncini, riceverà una ricompensa se ha fatto scoppiare quello rosa.",Ma quindi Eva quali palloncini ha fatto scoppiare?,Ha fatto scoppiare quello rosso.,,wh-pos-pos-15.mp3,0,2792,3542,5406,5406,5406,wh-pos-pos-15.mp3,5406
wh,wh-neg-neg,neg,neg,16,Nico,b,"Sulla sabbia c'erano una conchiglia bianca, una rosa, una perlata e una scura.","Nico, che aveva intenzione di raccogliere molte conchiglie, riceverà una ricompensa se non ha raccolto quella scura.",Ma quindi Nico quali conchiglie non ha raccolto?,Non ha raccolto quella rosa.,,wh-neg-neg-16.mp3,0,2693,3443,5158,5158,5158,wh-neg-neg-16.mp3,5158
wh,wh-neg-pos,neg,pos,16,Nico,a,"Sulla sabbia c'erano una conchiglia bianca, una rosa, una perlata e una scura.","Nico, che aveva intenzione di raccogliere molte conchiglie, riceverà una ricompensa se non ha raccolto quella scura.",Ma quindi Nico quali conchiglie non ha raccolto?,Ha raccolto quella rosa.,,wh-neg-pos-16.mp3,0,2693,3443,4897,4897,4897,wh-neg-pos-16.mp3,4897
wh,wh-pos-neg,pos,neg,16,Nico,d,"Sulla sabbia c'erano una conchiglia bianca, una rosa, una perlata e una scura.","Nico, che aveva intenzione di raccogliere poche conchiglie, riceverà una ricompensa se ha raccolto quella scura.",Ma quindi Nico quali conchiglie ha raccolto?,Non ha raccolto quella rosa.,,wh-pos-neg-16.mp3,0,2410,3160,4875,4875,4875,wh-pos-neg-16.mp3,4875
wh,wh-pos-pos,pos,pos,16,Nico,c,"Sulla sabbia c'erano una conchiglia bianca, una rosa, una perlata e una scura.","Nico, che aveva intenzione di raccogliere poche conchiglie, riceverà una ricompensa se ha raccolto quella scura.",Ma quindi Nico quali conchiglie ha raccolto?,Ha raccolto quella rosa.,,wh-pos-pos-16.mp3,0,2410,3160,4614,4614,4614,wh-pos-pos-16.mp3,4614
wh,wh-neg-neg,neg,neg,17,Luna,b,"Sull'attaccapanni c'erano un foulard a pois, uno a righe, uno a quadri e uno a tinta unita.","Luna, che aveva intenzione di rovinare molti foulard, riceverà una ricompensa se non ha rovinato quello a tinta unita.",Ma quindi Luna quali foulard non ha rovinato?,Non ha rovinato quello a righe.,,wh-neg-neg-17.mp3,0,2565,3315,5094,5094,5094,wh-neg-neg-17.mp3,5094
wh,wh-neg-pos,neg,pos,17,Luna,a,"Sull'attaccapanni c'erano un foulard a pois, uno a righe, uno a quadri e uno a tinta unita.","Luna, che aveva intenzione di rovinare molti foulard, riceverà una ricompensa se non ha rovinato quello a tinta unita.",Ma quindi Luna quali foulard non ha rovinato?,Ha rovinato quello a righe.,,wh-neg-pos-17.mp3,0,2565,3315,4935,4935,4935,wh-neg-pos-17.mp3,4935
wh,wh-pos-neg,pos,neg,17,Luna,d,"Sull'attaccapanni c'erano un foulard a pois, uno a righe, uno a quadri e uno a tinta unita.","Luna, che aveva intenzione di rovinare pochi foulard, riceverà una ricompensa se ha rovinato quello a tinta unita.",Ma quindi Luna quali foulard ha rovinato?,Non ha rovinato quello a righe.,,wh-pos-neg-17.mp3,0,2438,3188,4967,4967,4967,wh-pos-neg-17.mp3,4967
wh,wh-pos-pos,pos,pos,17,Luna,c,"Sull'attaccapanni c'erano un foulard a pois, uno a righe, uno a quadri e uno a tinta unita.","Luna, che aveva intenzione di rovinare pochi foulard, riceverà una ricompensa se ha rovinato quello a tinta unita.",Ma quindi Luna quali foulard ha rovinato?,Ha rovinato quello a righe.,,wh-pos-pos-17.mp3,0,2438,3188,4808,4808,4808,wh-pos-pos-17.mp3,4808
wh,wh-neg-neg,neg,neg,18,Pietro,b,"Nel bouquet c'erano una rosa bianca, una rossa, una gialla e una blu.","Pietro, che aveva intenzione di rimuovere molte rose, riceverà una ricompensa se non ha rimosso quella blu.",Ma quindi Pietro quali rose non ha rimosso?,Non ha rimosso quella rossa.,,wh-neg-neg-18.mp3,0,2452,3202,4914,4914,4914,wh-neg-neg-18.mp3,4914
wh,wh-neg-pos,neg,pos,18,Pietro,a,"Nel bouquet c'erano una rosa bianca, una rossa, una gialla e una blu.","Pietro, che aveva intenzione di rimuovere molte rose, riceverà una ricompensa se non ha rimosso quella blu.",Ma quindi Pietro quali rose non ha rimosso?,Ha rimosso quella rossa.,,wh-neg-pos-18.mp3,0,2452,3202,4726,4726,4726,wh-neg-pos-18.mp3,4726
wh,wh-pos-neg,pos,neg,18,Pietro,d,"Nel bouquet c'erano una rosa bianca, una rossa, una gialla e una blu.","Pietro, che aveva intenzione di rimuovere poche rose, riceverà una ricompensa se ha rimosso quella blu.",Ma quindi Pietro quali rose ha rimosso?,Non ha rimosso quella rossa.,,wh-pos-neg-18.mp3,0,2429,3179,4891,4891,4891,wh-pos-neg-18.mp3,4891
wh,wh-pos-pos,pos,pos,18,Pietro,c,"Nel bouquet c'erano una rosa bianca, una rossa, una gialla e una blu.","Pietro, che aveva intenzione di rimuovere poche rose, riceverà una ricompensa se ha rimosso quella blu.",Ma quindi Pietro quali rose ha rimosso?,Ha rimosso quella rossa.,,wh-pos-pos-18.mp3,0,2429,3179,4703,4703,4703,wh-pos-pos-18.mp3,4703
wh,wh-neg-neg,neg,neg,19,Marta,a,"Sulla specchiera c'erano un fermaglio azzurro, uno lilla, uno argento e uno rosso.","Marta, che aveva intenzione di prendere molti fermagli, riceverà una ricompensa se non ha preso quello rosso.",Ma quindi Marta quali fermagli non ha preso?,Non ha preso quello lilla.,,wh-neg-neg-19.mp3,0,2532,3282,4852,4852,4852,wh-neg-neg-19.mp3,4852
wh,wh-neg-pos,neg,pos,19,Marta,d,"Sulla specchiera c'erano un fermaglio azzurro, uno lilla, uno argento e uno rosso.","Marta, che aveva intenzione di prendere molti fermagli, riceverà una ricompensa se non ha preso quello rosso.",Ma quindi Marta quali fermagli non ha preso?,Ha preso quello lilla.,,wh-neg-pos-19.mp3,0,2532,3282,4641,4641,4641,wh-neg-pos-19.mp3,4641
wh,wh-pos-neg,pos,neg,19,Marta,c,"Sulla specchiera c'erano un fermaglio azzurro, uno lilla, uno argento e uno rosso.","Marta, che aveva intenzione di prendere pochi fermagli, riceverà una ricompensa se ha preso quello rosso.",Ma quindi Marta quali fermagli ha preso?,Non ha preso quello lilla.,,wh-pos-neg-19.mp3,0,2292,3042,4612,4612,4612,wh-pos-neg-19.mp3,4612
wh,wh-pos-pos,pos,pos,19,Marta,b,"Sulla specchiera c'erano un fermaglio azzurro, uno lilla, uno argento e uno rosso.","Marta, che aveva intenzione di prendere pochi fermagli, riceverà una ricompensa se ha preso quello rosso.",Ma quindi Marta quali fermagli ha preso?,Ha preso quello lilla.,,wh-pos-pos-19.mp3,0,2292,3042,4401,4401,4401,wh-pos-pos-19.mp3,4401
wh,wh-neg-neg,neg,neg,20,Albi,a,"Nella scatolina c'erano un cioccolatino al latte, uno fondente, uno bianco e uno al gianduia.","Albi, che aveva intenzione di mangiare molti cioccolatini, riceverà una ricompensa se non ha mangiato quello al gianduia.",Ma quindi Albi quali cioccolatini non ha mangiato?,Non ha mangiato quello fondente.,,wh-neg-neg-20.mp3,0,2829,3579,5381,5381,5381,wh-neg-neg-20.mp3,5381
wh,wh-neg-pos,neg,pos,20,Albi,d,"Nella scatolina c'erano un cioccolatino al latte, uno fondente, uno bianco e uno al gianduia.","Albi, che aveva intenzione di mangiare molti cioccolatini, riceverà una ricompensa se non ha mangiato quello al gianduia.",Ma quindi Albi quali cioccolatini non ha mangiato?,Ha mangiato quello fondente.,,wh-neg-pos-20.mp3,0,2829,3579,5218,5218,5218,wh-neg-pos-20.mp3,5218
wh,wh-pos-neg,pos,neg,20,Albi,c,"Nella scatolina c'erano un cioccolatino al latte, uno fondente, uno bianco e uno al gianduia.","Albi, che aveva intenzione di mangiare pochi cioccolatini, riceverà una ricompensa se ha mangiato quello al gianduia.",Ma quindi Albi quali cioccolatini ha mangiato?,Non ha mangiato quello fondente.,,wh-pos-neg-20.mp3,0,2522,3272,5074,5074,5074,wh-pos-neg-20.mp3,5074
wh,wh-pos-pos,pos,pos,20,Albi,b,"Nella scatolina c'erano un cioccolatino al latte, uno fondente, uno bianco e uno al gianduia.","Albi, che aveva intenzione di mangiare pochi cioccolatini, riceverà una ricompensa se ha mangiato quello al gianduia.",Ma quindi Albi quali cioccolatini ha mangiato?,Ha mangiato quello fondente.,,wh-pos-pos-20.mp3,0,2522,3272,4911,4911,4911,wh-pos-pos-20.mp3,4911
wh,wh-neg-neg,neg,neg,21,Eva,a,"In salotto c'erano una luce gialla, una bianca, una rossa e una azzurra.","Eva, che aveva intenzione di rompere molte luci, riceverà una ricompensa se non ha rotto quella azzurra.",Ma quindi Eva quali luci non ha rotto?,Non ha rotto quella bianca.,,wh-neg-neg-21.mp3,0,2278,3028,4525,4525,4525,wh-neg-neg-21.mp3,4525
wh,wh-neg-pos,neg,pos,21,Eva,d,"In salotto c'erano una luce gialla, una bianca, una rossa e una azzurra.","Eva, che aveva intenzione di rompere molte luci, riceverà una ricompensa se non ha rotto quella azzurra.",Ma quindi Eva quali luci non ha rotto?,Ha rotto quella bianca.,,wh-neg-pos-21.mp3,0,2278,3028,4417,4417,4417,wh-neg-pos-21.mp3,4417
wh,wh-pos-neg,pos,neg,21,Eva,c,"In salotto c'erano una luce gialla, una bianca, una rossa e una azzurra.","Eva, che aveva intenzione di rompere poche luci, riceverà una ricompensa se ha rotto quella azzurra.",Ma quindi Eva quali luci ha rotto?,Non ha rotto quella bianca.,,wh-pos-neg-21.mp3,0,2130,2880,4377,4377,4377,wh-pos-neg-21.mp3,4377
wh,wh-pos-pos,pos,pos,21,Eva,b,"In salotto c'erano una luce gialla, una bianca, una rossa e una azzurra.","Eva, che aveva intenzione di rompere poche luci, riceverà una ricompensa se ha rotto quella azzurra.",Ma quindi Eva quali luci ha rotto?,Ha rotto quella bianca.,,wh-pos-pos-21.mp3,0,2130,2880,4269,4269,4269,wh-pos-pos-21.mp3,4269
wh,wh-neg-neg,neg,neg,22,Nico,a,"Nell'acquario c'erano un pesce rosso, uno giallo, uno azzurro e uno grigio.","Nico, che aveva intenzione di rimuovere molti pesci, riceverà una ricompensa se non ha rimosso quello grigio.",Ma quindi Nico quali pesci non ha rimosso?,Non ha rimosso quello giallo.,,wh-neg-neg-22.mp3,0,2440,3190,4832,4832,4832,wh-neg-neg-22.mp3,4832
wh,wh-neg-pos,neg,pos,22,Nico,d,"Nell'acquario c'erano un pesce rosso, uno giallo, uno azzurro e uno grigio.","Nico, che aveva intenzione di rimuovere molti pesci, riceverà una ricompensa se non ha rimosso quello grigio.",Ma quindi Nico quali pesci non ha rimosso?,Ha rimosso quello giallo.,,wh-neg-pos-22.mp3,0,2440,3190,4655,4655,4655,wh-neg-pos-22.mp3,4655
wh,wh-pos-neg,pos,neg,22,Nico,c,"Nell'acquario c'erano un pesce rosso, uno giallo, uno azzurro e uno grigio.","Nico, che aveva intenzione di rimuovere pochi pesci, riceverà una ricompensa se ha rimosso quello grigio.",Ma quindi Nico quali pesci ha rimosso?,Non ha rimosso quello giallo.,,wh-pos-neg-22.mp3,0,2235,2985,4627,4627,4627,wh-pos-neg-22.mp3,4627
wh,wh-pos-pos,pos,pos,22,Nico,b,"Nell'acquario c'erano un pesce rosso, uno giallo, uno azzurro e uno grigio.","Nico, che aveva intenzione di rimuovere pochi pesci, riceverà una ricompensa se ha rimosso quello grigio.",Ma quindi Nico quali pesci ha rimosso?,Ha rimosso quello giallo.,,wh-pos-pos-22.mp3,0,2235,2985,4450,4450,4450,wh-pos-pos-22.mp3,4450
wh,wh-neg-neg,neg,neg,23,Luna,a,"Nel cassetto c'erano una tovaglietta rossa, una gialla, una verde e una blu.","Luna, che aveva intenzione di sporcare molte tovagliette, riceverà una ricompensa se non ha sporcato quella blu.",Ma quindi Luna quali tovagliette non ha sporcato?,Non ha sporcato quella gialla.,,wh-neg-neg-23.mp3,0,2783,3533,5264,5264,5264,wh-neg-neg-23.mp3,5264
wh,wh-neg-pos,neg,pos,23,Luna,d,"Nel cassetto c'erano una tovaglietta rossa, una gialla, una verde e una blu.","Luna, che aveva intenzione di sporcare molte tovagliette, riceverà una ricompensa se non ha sporcato quella blu.",Ma quindi Luna quali tovagliette non ha sporcato?,Ha sporcato quella gialla.,,wh-neg-pos-23.mp3,0,2783,3533,5088,5088,5088,wh-neg-pos-23.mp3,5088
wh,wh-pos-neg,pos,neg,23,Luna,c,"Nel cassetto c'erano una tovaglietta rossa, una gialla, una verde e una blu.","Luna, che aveva intenzione di sporcare poche tovagliette, riceverà una ricompensa se ha sporcato quella blu.",Ma quindi Luna quali tovagliette ha sporcato?,Non ha sporcato quella gialla.,,wh-pos-neg-23.mp3,0,2514,3264,4995,4995,4995,wh-pos-neg-23.mp3,4995
wh,wh-pos-pos,pos,pos,23,Luna,b,"Nel cassetto c'erano una tovaglietta rossa, una gialla, una verde e una blu.","Luna, che aveva intenzione di sporcare poche tovagliette, riceverà una ricompensa se ha sporcato quella blu.",Ma quindi Luna quali tovagliette ha sporcato?,Ha sporcato quella gialla.,,wh-pos-pos-23.mp3,0,2514,3264,4819,4819,4819,wh-pos-pos-23.mp3,4819
wh,wh-neg-neg,neg,neg,24,Pietro,a,"Sulla mensola c'erano un profumo agli agrumi, uno al gelsomino, uno al sandalo e uno alla lavanda.","Pietro, che aveva intenzione di nascondere molti profumi, riceverà una ricompensa se non ha nascosto quello alla lavanda.",Ma quindi Pietro quali profumi non ha nascosto?,Non ha nascosto quello al gelsomino.,,wh-neg-neg-24.mp3,0,2721,3471,5512,5512,5512,wh-neg-neg-24.mp3,5512
wh,wh-neg-pos,neg,pos,24,Pietro,d,"Sulla mensola c'erano un profumo agli agrumi, uno al gelsomino, uno al sandalo e uno alla lavanda.","Pietro, che aveva intenzione di nascondere molti profumi, riceverà una ricompensa se non ha nascosto quello alla lavanda.",Ma quindi Pietro quali profumi non ha nascosto?,Ha nascosto quello al gelsomino.,,wh-neg-pos-24.mp3,0,2721,3471,5353,5353,5353,wh-neg-pos-24.mp3,5353
wh,wh-pos-neg,pos,neg,24,Pietro,c,"Sulla mensola c'erano un profumo agli agrumi, uno al gelsomino, uno al sandalo e uno alla lavanda.","Pietro, che aveva intenzione di nascondere pochi profumi, riceverà una ricompensa se ha nascosto quello alla lavanda.",Ma quindi Pietro quali profumi ha nascosto?,Non ha nascosto quello al gelsomino.,,wh-pos-neg-24.mp3,0,2466,3216,5257,5257,5257,wh-pos-neg-24.mp3,5257
wh,wh-pos-pos,pos,pos,24,Pietro,b,"Sulla mensola c'erano un profumo agli agrumi, uno al gelsomino, uno al sandalo e uno alla lavanda.","Pietro, che aveva intenzione di nascondere pochi profumi, riceverà una ricompensa se ha nascosto quello alla lavanda.",Ma quindi Pietro quali profumi ha nascosto?,Ha nascosto quello al gelsomino.,,wh-pos-pos-24.mp3,0,2466,3216,5098,5098,5098,wh-pos-pos-24.mp3,5098
